Student_ID,Age,Gender,Family_Income_Level,Location,Interest_Score,Motivation_Level,Self_Confidence,Stress_Level,Personality_Type,Decision_Making_Ability,Creativity_Index,Risk_Tolerance,GPA,Math_Score,Programming_Skill,Analytical_Skill,Communication_Skill,Internship_Count,Daily_Study_Time,Online_Course_Usage,Device_Usage_Time,Focus_Duration,Sleep_Hours,Activity_Level,Career_Preference
189,20,Male,High,Rural,6,7,5,3,Introvert,7,8,5,7.49,58,93,60,54,2,6.1,61,5.2,117,5.68,4,Data Scientist
190,22,Other,Medium,Rural,10,1,1,6,Introvert,2,9,8,8.4,72,57,71,73,2,3.85,10,2.43,97,6.38,10,Entrepreneur
191,21,Male,High,Rural,1,1,7,5,Extrovert,1,9,3,9.51,85,97,44,41,1,8.26,82,9.7,37,7.83,5,Entrepreneur
192,22,Other,Low,Rural,2,5,8,5,Ambivert,6,10,6,6.03,61,83,81,76,3,7.59,43,2.52,109,6.08,1,Business Analyst
193,24,Male,High,Rural,3,8,9,10,Extrovert,5,9,1,9.04,72,47,68,42,2,5.22,90,4.24,74,8.11,9,Entrepreneur
194,20,Other,High,Rural,9,10,3,8,Introvert,10,5,3,7.74,80,67,74,87,4,6.05,35,5.36,73,6.36,7,Researcher
195,20,Male,Low,Urban,5,3,9,1,Ambivert,6,6,4,6.5,91,60,98,43,0,6.48,15,3.33,102,4.3,5,Data Scientist
196,23,Male,High,Rural,10,8,10,1,Ambivert,2,5,5,8.33,60,94,86,86,0,3.44,59,11.14,64,7.15,5,Software Engineer
197,21,Other,Low,Urban,10,3,5,3,Ambivert,7,1,3,8.13,50,74,51,88,0,2.25,86,8.22,75,7.9,6,Entrepreneur
198,19,Female,Medium,Urban,2,4,10,2,Extrovert,1,4,8,9.37,62,86,76,82,1,4.39,96,10.75,31,5.58,8,Government Job
199,19,Other,Low,Rural,10,10,6,2,Extrovert,8,1,5,8.09,88,49,85,75,3,1.85,51,8.82,68,5.11,3,Data Scientist
200,22,Female,Low,Rural,5,7,1,2,Extrovert,7,1,7,9.31,78,92,83,66,0,3.83,21,11.92,105,7.2,8,Entrepreneur
201,23,Male,Medium,Rural,5,3,9,4,Introvert,7,3,5,8.18,55,67,61,43,1,5.97,77,7.25,23,5.76,3,Entrepreneur
202,18,Other,Low,Urban,1,4,9,1,Extrovert,6,7,8,7.79,80,58,50,75,4,5.86,76,2.54,46,8.53,10,Government Job
203,22,Other,Medium,Rural,3,8,6,10,Ambivert,10,1,1,7.48,58,83,62,58,4,2.09,85,3.61,92,7.83,5,Business Analyst
204,23,Other,Medium,Rural,5,4,8,9,Introvert,5,7,3,6.69,67,74,94,73,1,1.08,70,7.88,36,6.31,5,Data Scientist
205,21,Female,Low,Rural,9,9,4,5,Introvert,9,10,3,8.34,52,67,84,55,3,1.8,37,5.48,54,8.88,2,Researcher
206,21,Female,High,Urban,10,4,5,5,Introvert,3,10,10,8.18,81,85,49,91,4,1.33,64,3.13,92,5.72,1,Software Engineer
207,21,Male,High,Urban,1,4,5,9,Ambivert,9,1,10,9.9,94,88,81,84,3,4.6,50,4.38,115,6.22,3,Entrepreneur
208,21,Female,Medium,Rural,8,5,7,5,Extrovert,5,9,3,7.65,52,98,63,79,1,4.51,96,6.75,66,7.24,10,Data Scientist
209,21,Female,High,Urban,1,1,7,8,Ambivert,8,5,6,7.69,94,42,92,90,4,3.17,85,7.18,92,6.56,4,Data Scientist
210,23,Male,High,Rural,9,7,7,1,Extrovert,3,6,9,6.66,79,78,85,61,4,2.94,22,11.35,42,5.72,7,Entrepreneur
211,23,Other,Low,Urban,6,9,5,1,Introvert,7,9,6,8.39,55,66,91,71,2,4.57,14,2.91,58,6.09,7,Software Engineer
212,20,Other,Medium,Rural,1,9,4,4,Introvert,10,3,5,9.39,99,96,55,41,4,1.78,78,5.58,68,8.32,9,Entrepreneur
213,19,Male,Medium,Urban,8,1,8,8,Ambivert,4,3,1,6.99,76,56,51,56,0,2.93,30,7.06,118,4.99,4,Software Engineer
214,24,Other,Low,Rural,5,6,1,3,Extrovert,5,5,2,6.04,51,54,94,62,2,4.65,27,3.13,111,5.59,3,Data Scientist
215,21,Female,High,Rural,7,3,1,1,Introvert,4,7,1,8.77,69,91,89,83,1,1.85,66,8.88,62,4.99,3,Entrepreneur
216,18,Male,Medium,Urban,7,4,6,9,Ambivert,9,3,6,6.13,66,81,71,85,0,8.57,41,7.15,36,6.56,10,Data Scientist
217,24,Male,High,Urban,7,8,2,9,Ambivert,7,4,3,7.64,82,78,63,51,0,7.08,24,6.6,118,4.8,10,Entrepreneur
218,23,Male,Medium,Urban,6,4,3,9,Extrovert,6,2,5,8.45,66,61,43,93,3,4.45,32,8.56,115,4.86,1,Entrepreneur
219,18,Other,Medium,Urban,8,8,4,9,Extrovert,6,9,6,7.54,86,59,81,52,2,2.35,96,4.88,49,8.17,6,Researcher
220,18,Male,Medium,Urban,9,4,2,2,Extrovert,10,10,5,7.04,78,66,72,49,3,2.75,22,5.39,59,7.52,4,Business Analyst
221,18,Male,Medium,Rural,2,9,10,4,Introvert,7,9,3,9.2,58,74,57,43,2,2.08,91,3.63,42,4.94,5,Entrepreneur
222,20,Male,High,Rural,7,6,7,2,Ambivert,5,2,2,7.2,53,93,86,46,2,2.44,52,7.24,115,5.93,2,Government Job
223,23,Other,High,Urban,2,1,10,7,Extrovert,10,5,2,6.72,95,86,56,93,0,4.8,15,5.72,81,8.58,8,Entrepreneur
224,18,Female,High,Rural,6,10,1,3,Ambivert,3,1,2,7.55,89,91,60,41,4,3.21,36,4.6,100,8.35,10,Data Scientist
225,21,Male,High,Rural,2,2,3,9,Introvert,3,8,10,6.53,62,44,40,54,3,8.96,4,3.25,52,7.27,3,Software Engineer
226,22,Female,Low,Urban,10,7,2,7,Introvert,7,6,4,8.76,55,41,98,75,3,9.65,10,2.23,67,5.42,7,Data Scientist
227,18,Other,Medium,Rural,6,10,9,8,Extrovert,10,10,4,8.84,95,80,85,48,0,7.22,11,3.93,117,5.87,9,Government Job
228,20,Other,Medium,Rural,2,7,8,9,Introvert,1,10,3,6.06,58,89,83,63,4,8.28,20,4.47,101,7.27,9,Business Analyst
229,24,Other,Medium,Urban,1,3,3,8,Ambivert,4,2,8,8.78,75,84,64,45,2,3.3,17,6.85,20,6.8,8,Entrepreneur
230,23,Other,Low,Urban,7,1,5,7,Ambivert,10,2,4,7.2,98,59,98,88,2,6.99,13,4.41,28,6.8,3,Data Scientist
231,20,Female,High,Rural,3,8,3,9,Introvert,8,10,8,8.62,88,95,70,46,4,1.52,32,10.18,100,6.12,5,Government Job
232,18,Male,Medium,Urban,4,10,6,1,Introvert,4,5,3,8.83,90,46,82,55,2,9.64,20,6.74,50,4.45,10,Software Engineer
233,23,Other,High,Rural,6,10,5,4,Introvert,1,7,2,7.11,96,75,59,56,3,7.03,25,8.24,98,4.61,1,Business Analyst
234,22,Other,High,Urban,5,7,2,4,Ambivert,5,9,8,6.74,91,47,65,69,3,3.85,88,4.08,65,8.18,7,Business Analyst
235,18,Female,Low,Urban,4,10,10,5,Introvert,1,9,6,9.31,63,66,58,47,3,7.96,24,6.16,101,8.42,4,Entrepreneur
236,20,Female,Low,Urban,9,8,8,8,Extrovert,9,6,2,8.96,97,45,69,42,0,1.14,34,8.03,91,8.47,9,Business Analyst
237,19,Other,High,Urban,6,1,6,10,Extrovert,8,2,7,9.35,83,63,64,64,2,4.39,62,5.11,58,6.37,10,Software Engineer
238,21,Male,Medium,Rural,6,3,3,1,Ambivert,7,6,10,7.74,53,75,75,68,0,9.06,19,5.36,59,8.68,8,Data Scientist
239,24,Male,Medium,Urban,2,2,1,6,Introvert,5,1,7,7.83,70,44,88,60,2,3.37,62,10.07,87,8.19,10,Business Analyst
240,20,Other,Low,Urban,6,1,5,9,Introvert,4,2,4,7.38,80,59,57,93,3,7.01,65,10.37,55,5.92,7,Government Job
241,23,Female,Low,Rural,7,5,2,10,Introvert,7,3,8,8.0,96,94,43,91,3,4.24,11,7.33,20,5.12,10,Researcher
242,18,Other,Low,Rural,8,3,2,8,Extrovert,3,5,3,8.59,92,59,66,45,4,4.53,31,10.96,106,7.64,4,Data Scientist
243,21,Other,Low,Rural,8,10,9,2,Extrovert,8,10,9,9.26,70,92,72,96,2,7.71,96,9.37,21,7.63,2,Software Engineer
244,18,Female,Low,Rural,9,8,10,7,Extrovert,5,1,5,6.73,92,80,45,62,1,9.19,47,2.55,97,8.45,3,Software Engineer
245,23,Other,Low,Urban,10,6,7,5,Extrovert,5,10,3,7.62,78,79,46,89,0,2.5,94,7.59,109,4.25,8,Entrepreneur
246,18,Other,Low,Rural,3,10,6,2,Extrovert,1,5,9,7.84,73,73,40,50,3,3.49,96,8.98,113,5.76,6,Government Job
247,19,Other,Medium,Urban,10,9,1,1,Ambivert,10,5,2,7.95,94,78,77,45,4,5.39,58,7.41,107,4.17,3,Business Analyst
248,21,Female,Low,Rural,7,9,10,2,Ambivert,8,4,2,8.17,65,99,74,66,4,6.52,19,10.32,61,5.05,10,Entrepreneur
249,21,Male,Low,Urban,7,6,2,10,Introvert,7,3,3,9.21,58,89,62,66,3,5.21,36,5.01,47,6.0,2,Business Analyst
250,23,Male,Medium,Rural,1,2,7,6,Introvert,1,7,9,9.55,70,49,55,52,2,8.25,39,2.65,36,4.62,8,Government Job
251,24,Female,Medium,Urban,8,9,3,8,Extrovert,4,7,10,6.64,51,42,98,99,4,7.91,60,8.34,81,8.11,9,Government Job
252,19,Male,High,Urban,4,2,2,3,Introvert,4,1,3,8.85,51,88,73,48,2,4.65,55,9.31,91,5.01,7,Data Scientist
253,20,Other,Low,Rural,5,3,6,5,Ambivert,9,7,5,7.92,86,73,73,47,4,1.37,13,9.65,118,6.06,5,Entrepreneur
254,18,Male,Low,Urban,6,6,8,2,Ambivert,10,3,9,7.67,86,74,70,84,0,2.75,35,2.11,27,8.01,8,Entrepreneur
255,22,Other,Low,Urban,3,2,8,8,Introvert,2,3,10,6.45,54,76,82,66,2,5.38,75,8.73,118,4.58,3,Entrepreneur
256,18,Male,Low,Urban,5,5,2,4,Extrovert,4,6,6,6.26,95,84,70,71,4,9.35,89,2.21,118,7.1,4,Entrepreneur
257,18,Female,High,Urban,10,2,6,10,Ambivert,10,6,6,9.91,55,84,91,68,3,6.11,33,9.75,70,8.7,3,Researcher
258,20,Male,Medium,Rural,5,4,5,6,Introvert,3,4,1,8.57,97,77,50,85,1,5.77,5,9.03,91,6.27,3,Researcher
259,18,Male,Medium,Urban,1,3,7,3,Extrovert,10,5,2,7.81,97,85,47,72,3,7.52,45,7.67,26,5.2,8,Government Job
260,19,Male,Low,Urban,3,5,4,8,Introvert,5,3,9,9.05,57,62,90,44,2,2.37,76,7.06,19,8.72,3,Entrepreneur
261,19,Female,Low,Rural,3,6,2,8,Extrovert,7,3,8,6.36,81,76,63,77,3,2.32,21,9.15,91,4.27,6,Business Analyst
262,21,Male,Low,Rural,1,7,10,3,Extrovert,5,9,2,8.43,86,60,62,48,3,4.11,98,2.57,69,5.56,7,Entrepreneur
263,23,Female,High,Rural,7,10,3,9,Ambivert,5,5,5,8.64,62,66,71,91,1,9.95,82,10.32,90,8.09,1,Researcher
264,24,Other,High,Urban,1,8,9,10,Ambivert,4,1,5,7.81,52,95,92,52,3,8.88,22,4.01,88,4.77,8,Researcher
265,22,Male,Medium,Urban,7,9,10,5,Introvert,9,9,6,7.01,58,40,54,72,4,7.12,63,6.78,29,4.42,8,Entrepreneur
266,18,Female,Low,Rural,4,4,8,10,Introvert,6,10,4,9.82,53,48,67,69,0,4.52,95,6.87,80,6.29,4,Entrepreneur
267,18,Female,Low,Urban,9,4,9,9,Extrovert,10,6,9,7.2,77,42,59,93,1,5.99,43,9.77,52,5.66,8,Business Analyst
268,20,Male,Low,Rural,7,7,5,7,Ambivert,6,9,5,6.5,89,98,53,64,2,3.73,10,3.93,94,7.99,6,Government Job
269,23,Other,Low,Urban,5,10,5,10,Extrovert,6,7,4,8.52,65,77,65,45,4,7.07,67,5.0,111,5.69,7,Government Job
270,19,Female,High,Rural,7,10,7,3,Extrovert,6,10,9,8.3,60,75,97,78,2,4.77,60,8.63,112,7.35,3,Government Job
271,22,Male,Medium,Urban,9,9,7,6,Extrovert,1,10,2,9.02,68,73,89,49,1,2.08,75,6.13,69,6.8,3,Researcher
272,21,Other,Medium,Rural,10,2,1,10,Extrovert,6,7,2,9.02,91,69,96,75,1,2.94,55,4.99,103,6.98,10,Entrepreneur
273,19,Female,High,Urban,6,6,5,2,Extrovert,4,5,3,8.48,71,70,91,89,3,6.48,50,8.21,69,6.56,10,Software Engineer
274,23,Female,Low,Rural,1,10,8,6,Extrovert,2,7,10,6.83,88,69,76,87,1,7.25,62,2.87,61,4.68,9,Entrepreneur
275,24,Other,Medium,Urban,6,10,7,5,Introvert,6,10,4,9.55,61,55,41,58,2,1.86,29,9.9,104,4.31,10,Researcher
276,21,Other,Medium,Urban,1,8,2,3,Ambivert,1,4,10,6.99,79,68,73,50,1,8.28,9,7.25,118,6.72,10,Software Engineer
277,24,Male,High,Urban,4,5,8,7,Ambivert,1,6,9,6.38,89,45,73,56,0,8.42,87,4.06,28,7.25,9,Software Engineer
278,20,Male,Low,Rural,8,5,2,4,Extrovert,5,2,5,7.21,91,53,97,41,3,7.51,22,6.09,29,7.63,3,Software Engineer
279,20,Female,Medium,Urban,5,8,10,6,Extrovert,6,10,2,7.93,54,49,73,46,1,7.15,0,3.31,49,7.61,9,Business Analyst
280,18,Other,Low,Urban,5,1,1,9,Extrovert,2,3,3,6.83,86,63,48,80,0,3.09,47,8.17,116,7.7,3,Entrepreneur
281,24,Other,Medium,Urban,10,6,3,6,Ambivert,10,2,8,7.33,94,75,83,96,2,9.28,3,8.69,45,4.1,4,Government Job
282,23,Other,High,Rural,8,10,3,4,Ambivert,8,10,6,8.05,81,63,92,70,2,3.42,27,6.05,48,5.12,3,Software Engineer
283,22,Female,Low,Urban,8,9,6,10,Extrovert,4,2,5,7.29,83,46,98,96,0,2.64,43,5.4,87,7.65,5,Business Analyst
284,21,Other,High,Rural,1,6,3,2,Ambivert,4,7,4,6.36,61,88,93,98,0,6.75,66,10.5,21,4.62,4,Researcher
285,19,Other,Medium,Urban,5,7,7,9,Extrovert,10,5,4,6.79,92,76,91,70,1,4.28,1,7.76,52,4.93,9,Software Engineer
286,23,Female,High,Rural,5,4,8,4,Extrovert,5,6,8,9.18,51,85,89,85,3,9.4,57,8.67,15,7.3,2,Government Job
287,23,Male,High,Rural,8,10,3,4,Extrovert,10,3,6,9.82,96,87,42,56,3,5.14,5,3.28,101,8.04,10,Entrepreneur
288,20,Male,High,Urban,1,1,9,2,Introvert,4,10,5,6.59,56,79,69,54,4,2.47,41,9.13,28,4.81,8,Software Engineer
289,24,Female,Medium,Rural,7,9,1,5,Ambivert,5,5,5,8.72,81,87,58,46,0,9.62,16,6.45,39,6.75,3,Researcher
290,18,Other,Low,Rural,7,6,3,6,Ambivert,10,5,6,9.62,89,77,70,69,2,5.64,36,5.67,22,4.91,9,Researcher
291,18,Female,High,Urban,9,3,3,10,Ambivert,3,4,3,7.2,84,64,55,78,4,5.67,43,11.29,54,5.04,2,Software Engineer
292,21,Male,Low,Rural,2,4,7,6,Extrovert,8,10,7,9.32,98,82,82,53,0,4.47,22,2.54,20,6.41,7,Entrepreneur
293,20,Male,Medium,Rural,3,10,5,3,Introvert,6,4,1,9.62,55,94,98,70,0,8.52,39,3.96,93,7.37,6,Business Analyst
294,23,Female,Low,Rural,4,6,4,9,Extrovert,8,8,5,7.2,71,73,97,48,4,3.59,84,5.75,34,6.87,8,Software Engineer
295,22,Female,High,Rural,1,6,2,7,Extrovert,5,6,6,6.23,74,40,95,48,3,1.12,43,5.24,95,4.46,3,Researcher
296,20,Male,High,Urban,7,9,7,3,Extrovert,7,2,2,9.67,96,67,63,88,0,5.48,30,7.11,110,5.43,6,Business Analyst
297,21,Female,High,Rural,10,4,3,4,Introvert,10,2,2,7.32,62,80,54,97,4,9.33,75,6.01,73,8.69,2,Entrepreneur
298,21,Male,High,Rural,3,5,7,7,Extrovert,7,2,9,6.05,72,68,61,92,1,3.46,92,9.88,20,7.14,10,Software Engineer
299,20,Female,High,Urban,3,5,10,8,Extrovert,6,6,2,7.9,94,71,71,41,1,3.4,12,9.68,53,7.29,10,Researcher
300,21,Female,High,Urban,3,3,7,6,Introvert,10,1,3,6.46,93,44,50,83,2,7.64,89,9.72,106,5.06,7,Business Analyst
301,20,Female,Medium,Rural,8,2,2,4,Extrovert,4,3,1,9.61,95,73,68,61,3,7.98,96,5.69,24,8.79,3,Data Scientist
302,19,Male,Medium,Urban,9,8,7,2,Extrovert,6,1,9,6.62,58,98,81,55,4,4.92,97,6.07,23,5.03,5,Business Analyst
303,20,Female,Medium,Urban,10,10,6,10,Ambivert,9,4,1,7.22,91,85,98,41,3,8.5,19,9.2,115,5.26,3,Researcher
304,24,Male,Low,Urban,2,9,10,8,Introvert,4,1,4,9.16,86,91,63,54,3,2.55,46,3.24,48,6.55,10,Researcher
305,20,Male,Low,Urban,10,10,4,1,Ambivert,6,9,7,9.23,86,65,58,45,4,4.3,9,10.52,91,6.48,1,Data Scientist
306,21,Female,Medium,Urban,10,9,5,9,Extrovert,6,6,2,9.61,79,52,94,62,0,4.64,64,7.41,69,4.16,1,Data Scientist
307,24,Female,Low,Urban,1,5,8,8,Introvert,3,8,8,7.99,69,51,44,93,1,3.82,51,10.49,89,7.72,10,Government Job
308,21,Male,Low,Urban,9,9,5,3,Introvert,4,2,8,9.95,87,61,85,67,2,2.96,62,9.94,89,4.48,4,Government Job
309,18,Male,High,Urban,6,4,3,10,Extrovert,3,6,3,8.06,93,48,80,82,0,4.04,28,5.74,108,4.27,5,Data Scientist
310,18,Other,High,Urban,9,2,2,4,Ambivert,3,4,4,9.16,98,95,96,56,3,1.16,53,3.02,106,6.54,1,Entrepreneur
311,24,Male,Low,Rural,6,3,6,10,Extrovert,10,7,7,7.45,65,45,92,75,3,7.33,85,11.21,101,4.24,10,Researcher
312,19,Other,Low,Rural,2,1,6,4,Introvert,4,8,5,9.77,99,75,77,58,4,7.16,49,5.45,75,5.0,3,Software Engineer
313,18,Other,Medium,Rural,1,5,7,2,Introvert,4,6,5,8.74,71,49,40,44,1,5.05,64,5.74,73,5.95,3,Entrepreneur
314,20,Other,Low,Rural,8,1,8,10,Extrovert,6,1,2,6.31,87,76,99,62,1,3.91,43,11.09,93,7.02,2,Researcher
315,21,Female,High,Rural,3,1,4,5,Extrovert,4,8,6,6.43,59,98,69,83,2,4.91,7,11.17,25,7.91,6,Business Analyst
316,18,Female,Low,Urban,1,7,8,3,Extrovert,6,1,4,9.56,69,98,51,58,0,9.43,8,4.63,27,5.45,2,Data Scientist
317,18,Male,Medium,Urban,8,2,1,1,Extrovert,2,9,5,9.24,90,71,85,40,2,6.43,22,2.89,76,6.36,4,Business Analyst
318,19,Other,High,Rural,1,8,6,2,Ambivert,4,2,5,7.32,51,43,43,66,3,7.58,83,2.01,106,8.77,5,Government Job
319,24,Female,High,Rural,8,6,6,7,Ambivert,2,10,2,8.09,52,91,54,82,3,3.07,33,6.38,85,5.95,3,Software Engineer
320,24,Female,High,Urban,1,4,3,1,Ambivert,8,6,8,9.41,91,95,56,64,1,1.85,15,7.69,109,7.55,1,Entrepreneur
321,23,Female,High,Rural,9,9,9,2,Ambivert,9,8,1,6.41,57,43,91,93,3,1.75,85,4.7,36,5.36,1,Business Analyst
322,19,Female,Low,Urban,9,10,5,10,Introvert,7,5,2,6.55,58,52,51,45,0,5.25,61,4.6,52,7.12,1,Software Engineer
323,20,Female,Medium,Rural,9,8,1,7,Introvert,6,2,7,8.86,77,55,40,75,0,7.45,86,5.57,28,8.02,6,Business Analyst
324,24,Other,Low,Urban,3,10,7,1,Ambivert,8,5,7,6.33,70,82,52,98,2,7.97,64,4.63,20,8.57,4,Government Job
325,21,Other,Low,Rural,4,3,10,7,Extrovert,4,1,2,7.41,82,90,69,56,0,7.48,77,10.58,45,8.69,6,Researcher
326,19,Other,High,Urban,5,3,3,8,Introvert,10,8,1,7.01,83,89,49,51,3,9.21,51,8.43,65,5.51,1,Government Job
327,18,Other,Medium,Rural,6,4,10,2,Extrovert,2,8,10,9.04,53,65,75,64,4,1.47,22,10.29,17,5.0,5,Business Analyst
328,21,Male,High,Rural,9,9,10,4,Ambivert,4,2,1,6.01,97,72,45,49,1,8.7,37,10.6,31,8.07,1,Government Job
329,21,Other,Low,Urban,4,9,4,7,Introvert,5,6,1,6.46,74,92,48,94,1,6.95,39,6.35,34,7.15,4,Data Scientist
330,18,Female,Low,Urban,6,5,6,1,Introvert,9,8,6,6.4,81,43,89,99,1,2.58,7,6.78,21,6.07,9,Data Scientist
331,19,Other,High,Rural,1,9,8,6,Introvert,5,10,10,7.27,61,65,41,97,4,7.14,31,11.78,31,4.18,6,Researcher
332,18,Male,Low,Rural,2,6,4,5,Introvert,9,8,7,6.93,51,48,45,85,3,5.61,39,10.17,72,5.54,4,Government Job
333,23,Female,Low,Urban,8,8,9,6,Ambivert,9,7,2,6.91,96,80,50,78,0,4.23,65,9.98,104,4.56,10,Entrepreneur
334,21,Other,High,Urban,4,8,8,8,Introvert,8,3,6,7.48,99,50,65,98,3,3.23,47,7.84,41,6.46,7,Data Scientist
335,22,Other,Low,Urban,10,10,10,1,Ambivert,5,4,4,6.86,97,44,67,94,2,5.18,12,6.61,27,8.14,10,Business Analyst
336,22,Other,Medium,Rural,7,7,10,3,Introvert,2,1,9,6.42,61,92,52,94,3,3.15,26,10.95,118,5.56,10,Data Scientist
337,20,Female,High,Rural,4,4,6,9,Ambivert,5,9,8,8.33,99,77,77,63,3,1.75,45,10.05,19,5.79,1,Government Job
338,24,Female,Medium,Urban,9,4,7,8,Ambivert,1,10,8,9.81,95,91,51,50,1,8.62,70,7.17,79,7.92,1,Researcher
339,18,Male,Low,Rural,9,6,8,4,Extrovert,8,10,2,8.43,75,71,58,63,3,6.34,2,4.7,31,6.28,5,Government Job
340,18,Female,Low,Rural,4,9,2,10,Ambivert,2,2,5,9.03,70,68,57,42,4,4.27,84,3.47,51,7.34,7,Government Job
341,20,Female,High,Urban,8,7,5,9,Extrovert,7,10,2,9.89,93,77,58,79,1,5.02,60,7.53,30,4.94,9,Entrepreneur
342,20,Other,Low,Rural,6,5,7,7,Introvert,2,7,3,6.61,86,79,67,59,2,8.78,71,4.96,32,5.25,9,Government Job
343,20,Female,High,Urban,1,5,8,2,Extrovert,5,8,8,7.84,85,67,51,62,4,3.88,64,4.64,106,7.17,10,Government Job
344,21,Other,High,Urban,7,8,5,1,Ambivert,10,4,5,8.33,67,92,71,44,4,4.42,16,3.06,17,4.56,8,Researcher
345,23,Other,High,Rural,1,6,3,1,Extrovert,7,10,4,7.29,73,63,91,99,2,7.89,25,2.34,32,4.88,2,Business Analyst
346,18,Female,High,Rural,3,1,6,3,Introvert,6,1,5,8.45,79,95,52,75,0,2.8,28,9.83,55,5.59,1,Data Scientist
347,21,Male,High,Urban,8,1,5,10,Extrovert,5,5,8,8.5,66,58,91,52,3,6.93,71,3.08,108,4.9,3,Business Analyst
348,20,Male,Medium,Urban,9,9,8,2,Ambivert,6,10,10,9.37,65,93,62,75,3,4.91,37,10.89,110,8.88,1,Data Scientist
349,18,Female,High,Urban,3,8,9,4,Ambivert,2,10,7,9.33,91,40,75,45,0,5.5,50,4.14,92,5.28,1,Data Scientist
350,21,Male,Medium,Rural,1,6,9,8,Introvert,10,6,6,6.57,66,44,97,41,2,8.08,42,9.6,31,8.77,8,Software Engineer
351,23,Other,Low,Urban,1,1,6,5,Introvert,1,7,2,6.68,93,62,69,68,0,9.94,71,10.23,97,8.23,3,Government Job
352,21,Other,High,Urban,7,2,4,5,Extrovert,1,1,10,6.89,61,92,61,44,1,8.48,7,9.93,75,5.66,2,Researcher
353,23,Female,Low,Urban,5,10,4,6,Introvert,8,4,5,7.04,76,58,77,54,1,2.44,24,10.73,61,6.74,6,Software Engineer
354,20,Male,High,Urban,1,3,9,5,Ambivert,3,5,10,8.26,53,41,84,47,1,3.02,54,5.4,86,5.69,1,Government Job
355,23,Male,Medium,Rural,6,10,4,5,Extrovert,3,5,9,7.31,84,99,81,73,0,4.69,44,11.86,82,7.52,2,Business Analyst
356,18,Other,Medium,Rural,6,3,8,7,Extrovert,9,7,9,9.81,50,87,42,92,4,7.47,90,4.8,38,5.81,4,Business Analyst
357,20,Female,Medium,Urban,4,2,9,6,Extrovert,6,4,9,6.47,61,41,48,94,1,5.58,85,11.34,107,6.33,7,Entrepreneur
358,18,Male,Low,Rural,7,2,5,10,Extrovert,4,10,3,6.99,78,48,54,76,0,9.12,66,6.37,61,7.59,2,Government Job
359,22,Female,High,Rural,7,6,6,2,Introvert,4,7,9,9.47,57,57,69,65,1,1.44,56,2.57,70,6.08,4,Data Scientist
360,19,Male,Low,Rural,9,7,3,1,Extrovert,7,8,9,8.34,57,55,65,48,1,3.33,48,9.85,89,7.45,4,Software Engineer
361,23,Other,Medium,Urban,1,4,5,1,Extrovert,6,2,5,8.19,61,78,69,96,3,2.97,53,9.87,90,5.85,8,Entrepreneur
362,19,Other,Low,Rural,5,1,5,4,Extrovert,2,1,6,8.38,85,48,44,47,0,7.7,46,3.97,28,6.0,7,Software Engineer
363,19,Female,Medium,Rural,10,6,2,2,Ambivert,9,10,7,7.01,97,83,97,53,3,5.18,63,10.24,85,5.61,7,Business Analyst
364,23,Other,Medium,Urban,3,7,10,6,Ambivert,2,10,10,9.05,83,90,70,87,2,1.14,23,3.58,81,8.95,9,Entrepreneur
365,20,Male,Medium,Urban,7,4,6,9,Introvert,8,1,10,7.99,85,62,96,64,1,7.96,61,3.51,110,6.52,3,Researcher
366,22,Other,High,Rural,4,6,9,10,Ambivert,4,1,10,6.17,53,72,97,73,1,4.26,32,10.09,25,5.11,3,Entrepreneur
367,18,Female,High,Rural,4,9,7,10,Ambivert,10,9,6,6.71,60,99,61,42,3,3.34,98,4.9,16,6.84,10,Data Scientist
368,21,Female,Medium,Urban,1,4,8,8,Introvert,1,4,5,9.27,52,77,93,71,0,2.64,39,2.77,31,6.35,9,Business Analyst
369,18,Female,Low,Urban,1,10,2,4,Introvert,1,9,1,7.38,59,98,80,75,4,9.51,28,11.56,56,7.89,2,Researcher
370,21,Male,Low,Urban,10,4,9,2,Extrovert,9,7,4,9.09,61,73,97,86,4,9.48,7,7.57,72,8.68,3,Business Analyst
371,18,Male,High,Urban,2,10,3,1,Extrovert,4,7,8,8.65,98,65,54,44,2,1.69,74,6.48,37,4.55,9,Data Scientist
372,23,Male,Medium,Rural,2,5,10,7,Introvert,1,2,8,7.21,58,56,84,54,0,3.09,15,7.04,47,8.91,10,Business Analyst
373,22,Male,Low,Urban,1,3,5,10,Extrovert,3,2,6,6.51,70,92,92,97,0,6.82,32,8.7,100,4.82,6,Government Job
374,21,Male,Medium,Rural,8,10,7,3,Extrovert,3,5,3,9.23,83,53,74,67,3,7.03,63,10.62,59,5.37,5,Researcher
375,24,Other,Low,Rural,6,2,4,6,Extrovert,7,10,8,8.57,71,52,58,57,1,4.76,10,8.73,92,7.88,9,Entrepreneur
376,20,Male,High,Rural,6,9,7,5,Introvert,6,1,7,7.2,67,61,73,84,1,6.12,28,9.4,63,4.78,7,Entrepreneur
377,18,Male,Medium,Urban,10,1,8,5,Ambivert,8,7,9,8.09,93,82,57,50,0,7.32,48,3.8,34,8.09,2,Government Job
378,18,Other,Medium,Urban,10,5,10,2,Ambivert,7,7,3,8.45,55,87,53,49,4,9.55,87,5.84,67,7.37,10,Entrepreneur
379,21,Male,Low,Rural,9,5,10,9,Introvert,1,8,6,6.01,74,57,61,43,2,7.53,65,7.85,31,8.03,9,Researcher
